311,Cl,Cl,Br,Cs,THTO
312,Cl,Cl,Br,Cs,nitromethane
313,Cl,Cl,Cl,MA,dmso
314,Cl,Cl,Cl,MA,DMF
315,Cl,Cl,Cl,MA,nmp
316,Cl,Cl,Cl,MA,gbl
317,Cl,Cl,Cl,MA,acetone
318,Cl,Cl,Cl,MA,methacrolein
319,Cl,Cl,Cl,MA,THTO
320,Cl,Cl,Cl,MA,nitromethane
321,Cl,Cl,Cl,FA,dmso
322,Cl,Cl,Cl,FA,DMF
323,Cl,Cl,Cl,FA,nmp
324,Cl,Cl,Cl,FA,gbl
325,Cl,Cl,Cl,FA,acetone
326,Cl,Cl,Cl,FA,methacrolein
327,Cl,Cl,Cl,FA,THTO
328,Cl,Cl,Cl,FA,nitromethane
329,Cl,Cl,Cl,Cs,dmso
330,Cl,Cl,Cl,Cs,DMF
331,Cl,Cl,Cl,Cs,nmp
332,Cl,Cl,Cl,Cs,gbl
333,Cl,Cl,Cl,Cs,acetone
334,Cl,Cl,Cl,Cs,methacrolein
335,Cl,Cl,Cl,Cs,THTO
336,Cl,Cl,Cl,Cs,nitromethane
337,Cl,Cl,I,MA,dmso
338,Cl,Cl,I,MA,DMF
339,Cl,Cl,I,MA,nmp
340,Cl,Cl,I,MA,gbl
341,Cl,Cl,I,MA,acetone
342,Cl,Cl,I,MA,methacrolein
343,Cl,Cl,I,MA,THTO
344,Cl,Cl,I,MA,nitromethane
345,Cl,Cl,I,FA,dmso
346,Cl,Cl,I,FA,DMF
347,Cl,Cl,I,FA,nmp
348,Cl,Cl,I,FA,gbl
349,Cl,Cl,I,FA,acetone
350,Cl,Cl,I,FA,methacrolein
351,Cl,Cl,I,FA,THTO
352,Cl,Cl,I,FA,nitromethane
353,Cl,Cl,I,Cs,dmso
354,Cl,Cl,I,Cs,DMF
355,Cl,Cl,I,Cs,nmp
356,Cl,Cl,I,Cs,gbl
357,Cl,Cl,I,Cs,acetone
358,Cl,Cl,I,Cs,methacrolein
359,Cl,Cl,I,Cs,THTO
360,Cl,Cl,I,Cs,nitromethane
361,Cl,I,Br,MA,dmso
362,Cl,I,Br,MA,DMF
363,Cl,I,Br,MA,nmp
364,Cl,I,Br,MA,gbl
365,Cl,I,Br,MA,acetone
366,Cl,I,Br,MA,methacrolein
367,Cl,I,Br,MA,THTO
368,Cl,I,Br,MA,nitromethane
369,Cl,I,Br,FA,dmso
370,Cl,I,Br,FA,DMF
371,Cl,I,Br,FA,nmp
372,Cl,I,Br,FA,gbl
373,Cl,I,Br,FA,acetone
374,Cl,I,Br,FA,methacrolein
375,Cl,I,Br,FA,THTO
376,Cl,I,Br,FA,nitromethane
377,Cl,I,Br,Cs,dmso
378,Cl,I,Br,Cs,DMF
379,Cl,I,Br,Cs,nmp
380,Cl,I,Br,Cs,gbl
381,Cl,I,Br,Cs,acetone
382,Cl,I,Br,Cs,methacrolein
383,Cl,I,Br,Cs,THTO
384,Cl,I,Br,Cs,nitromethane
385,Cl,I,Cl,MA,dmso
386,Cl,I,Cl,MA,DMF
387,Cl,I,Cl,MA,nmp
388,Cl,I,Cl,MA,gbl
389,Cl,I,Cl,MA,acetone
390,Cl,I,Cl,MA,methacrolein
391,Cl,I,Cl,MA,THTO
392,Cl,I,Cl,MA,nitromethane
393,Cl,I,Cl,FA,dmso
394,Cl,I,Cl,FA,DMF
395,Cl,I,Cl,FA,nmp
396,Cl,I,Cl,FA,gbl
397,Cl,I,Cl,FA,acetone
398,Cl,I,Cl,FA,methacrolein
399,Cl,I,Cl,FA,THTO
400,Cl,I,Cl,FA,nitromethane
401,Cl,I,Cl,Cs,dmso
402,Cl,I,Cl,Cs,DMF
403,Cl,I,Cl,Cs,nmp
404,Cl,I,Cl,Cs,gbl
405,Cl,I,Cl,Cs,acetone
406,Cl,I,Cl,Cs,methacrolein
407,Cl,I,Cl,Cs,THTO
408,Cl,I,Cl,Cs,nitromethane
409,Cl,I,I,MA,dmso
410,Cl,I,I,MA,DMF
411,Cl,I,I,MA,nmp
412,Cl,I,I,MA,gbl
413,Cl,I,I,MA,acetone
414,Cl,I,I,MA,methacrolein
415,Cl,I,I,MA,THTO
416,Cl,I,I,MA,nitromethane
417,Cl,I,I,FA,dmso
418,Cl,I,I,FA,DMF
419,Cl,I,I,FA,nmp
420,Cl,I,I,FA,gbl
421,Cl,I,I,FA,acetone
422,Cl,I,I,FA,methacrolein
423,Cl,I,I,FA,THTO
424,Cl,I,I,FA,nitromethane
425,Cl,I,I,Cs,dmso
426,Cl,I,I,Cs,DMF
427,Cl,I,I,Cs,nmp
428,Cl,I,I,Cs,gbl
429,Cl,I,I,Cs,acetone
430,Cl,I,I,Cs,methacrolein
431,Cl,I,I,Cs,THTO
432,Cl,I,I,Cs,nitromethane
433,I,Br,Br,MA,dmso
434,I,Br,Br,MA,DMF
435,I,Br,Br,MA,nmp
436,I,Br,Br,MA,gbl
437,I,Br,Br,MA,acetone
438,I,Br,Br,MA,methacrolein
439,I,Br,Br,MA,THTO
440,I,Br,Br,MA,nitromethane
441,I,Br,Br,FA,dmso
442,I,Br,Br,FA,DMF
443,I,Br,Br,FA,nmp
444,I,Br,Br,FA,gbl
445,I,Br,Br,FA,acetone
446,I,Br,Br,FA,methacrolein
447,I,Br,Br,FA,THTO
448,I,Br,Br,FA,nitromethane
449,I,Br,Br,Cs,dmso
450,I,Br,Br,Cs,DMF
451,I,Br,Br,Cs,nmp
452,I,Br,Br,Cs,gbl
453,I,Br,Br,Cs,acetone
454,I,Br,Br,Cs,methacrolein
455,I,Br,Br,Cs,THTO
456,I,Br,Br,Cs,nitromethane
457,I,Br,Cl,MA,dmso
458,I,Br,Cl,MA,DMF
459,I,Br,Cl,MA,nmp
460,I,Br,Cl,MA,gbl
461,I,Br,Cl,MA,acetone
462,I,Br,Cl,MA,methacrolein
463,I,Br,Cl,MA,THTO
464,I,Br,Cl,MA,nitromethane
465,I,Br,Cl,FA,dmso
466,I,Br,Cl,FA,DMF
467,I,Br,Cl,FA,nmp
468,I,Br,Cl,FA,gbl
469,I,Br,Cl,FA,acetone
470,I,Br,Cl,FA,methacrolein
471,I,Br,Cl,FA,THTO
472,I,Br,Cl,FA,nitromethane
473,I,Br,Cl,Cs,dmso
474,I,Br,Cl,Cs,DMF
475,I,Br,Cl,Cs,nmp
476,I,Br,Cl,Cs,gbl
477,I,Br,Cl,Cs,acetone
478,I,Br,Cl,Cs,methacrolein
479,I,Br,Cl,Cs,THTO
480,I,Br,Cl,Cs,nitromethane
481,I,Br,I,MA,dmso
482,I,Br,I,MA,DMF
483,I,Br,I,MA,nmp
484,I,Br,I,MA,gbl
485,I,Br,I,MA,acetone
486,I,Br,I,MA,methacrolein
487,I,Br,I,MA,THTO
488,I,Br,I,MA,nitromethane
489,I,Br,I,FA,dmso
490,I,Br,I,FA,DMF
491,I,Br,I,FA,nmp
492,I,Br,I,FA,gbl
493,I,Br,I,FA,acetone
494,I,Br,I,FA,methacrolein
495,I,Br,I,FA,THTO
496,I,Br,I,FA,nitromethane
497,I,Br,I,Cs,dmso
498,I,Br,I,Cs,DMF
499,I,Br,I,Cs,nmp
500,I,Br,I,Cs,gbl
501,I,Br,I,Cs,acetone
502,I,Br,I,Cs,methacrolein
503,I,Br,I,Cs,THTO
504,I,Br,I,Cs,nitromethane
505,I,Cl,Br,MA,dmso
506,I,Cl,Br,MA,DMF
507,I,Cl,Br,MA,nmp
508,I,Cl,Br,MA,gbl
509,I,Cl,Br,MA,acetone
510,I,Cl,Br,MA,methacrolein
511,I,Cl,Br,MA,THTO
512,I,Cl,Br,MA,nitromethane
513,I,Cl,Br,FA,dmso
514,I,Cl,Br,FA,DMF
515,I,Cl,Br,FA,nmp
516,I,Cl,Br,FA,gbl
517,I,Cl,Br,FA,acetone
518,I,Cl,Br,FA,methacrolein
519,I,Cl,Br,FA,THTO
520,I,Cl,Br,FA,nitromethane
521,I,Cl,Br,Cs,dmso
522,I,Cl,Br,Cs,DMF
523,I,Cl,Br,Cs,nmp
524,I,Cl,Br,Cs,gbl
525,I,Cl,Br,Cs,acetone
526,I,Cl,Br,Cs,methacrolein
527,I,Cl,Br,Cs,THTO
528,I,Cl,Br,Cs,nitromethane
529,I,Cl,Cl,MA,dmso
530,I,Cl,Cl,MA,DMF
531,I,Cl,Cl,MA,nmp
532,I,Cl,Cl,MA,gbl
533,I,Cl,Cl,MA,acetone
