"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient", "Heat_Flux"
43115, 1.430129884400000e-01, 5.238521407900000e-02, 1.117547939492151e+05, -6.525148084210546e-01, 5.259207819720732e-03, -2.155702853432325e-01
43116, 1.535114573800000e-01, -5.345875993100000e-02, 1.138000728423844e+05, -2.081411029825742e-01, 4.376590417929983e-03, -1.983431248528067e-01
43373, 1.330574640400000e-01, 5.125402534000000e-02, 1.116967016445377e+05, -6.651364087187890e-01, 5.368191266600917e-03, -2.196549682345501e-01
43374, 1.430129884300000e-01, -5.238521407800000e-02, 1.138294978022486e+05, -2.017480000708400e-01, 4.423454533742865e-03, -1.954329608754982e-01
43631, 1.236319622100000e-01, 5.007222894000000e-02, 1.116405200493422e+05, -6.773428729412757e-01, 5.478877052185599e-03, -2.230670452804815e-01
43632, 1.330574640400000e-01, -5.125402534000000e-02, 1.138638526732853e+05, -1.942837850958424e-01, 4.468045493157598e-03, -1.919224818316075e-01
43889, 1.147220644600000e-01, 4.884662296700000e-02, 1.115861560044432e+05, -6.891544416007138e-01, 5.591332166994105e-03, -2.257672620875488e-01
43890, 1.236319622100000e-01, -5.007222893900000e-02, 1.139033354529554e+05, -1.857054395403405e-01, 4.510169522863261e-03, -1.878864804391064e-01
44147, 1.063121233700000e-01, 4.758371320900000e-02, 1.115337989658974e+05, -7.005299519539070e-01, 5.705649247901221e-03, -2.277538991467507e-01
44148, 1.147220644600000e-01, -4.884662296700000e-02, 1.139481704988608e+05, -1.759642176712731e-01, 4.549479191640403e-03, -1.833289196614310e-01
44405, 9.838551560700000e-02, 4.628967359500000e-02, 1.114834072331308e+05, -7.114784642021482e-01, 5.821916463276204e-03, -2.290145803693820e-01
44406, 1.063121233600000e-01, -4.758371320800000e-02, 1.139983177970282e+05, -1.650688132455791e-01, 4.585583311632033e-03, -1.782816220281749e-01
44663, 9.092487458700001e-02, 4.497031464200000e-02, 1.114352107261749e+05, -7.219500240743638e-01, 5.940214078058882e-03, -2.295605453400300e-01
44664, 9.838551560300000e-02, -4.628967359500000e-02, 1.140539729101931e+05, -1.529767367340203e-01, 4.618324243774003e-03, -1.728228769393519e-01
44921, 8.391230598799999e-02, 4.363106518200000e-02, 1.113893010799616e+05, -7.319247222298649e-01, 6.060581905566350e-03, -2.293945572648138e-01
44922, 9.092487458400000e-02, -4.497031464200000e-02, 1.141156311155887e+05, -1.395803802303666e-01, 4.647124107046283e-03, -1.669947473021063e-01
45179, 7.732958127000000e-02, 4.227696117600000e-02, 1.113460323375496e+05, -7.413256364325664e-01, 6.182986570119399e-03, -2.285437212606336e-01
45180, 8.391230598500000e-02, -4.363106518100000e-02, 1.141831185250522e+05, -1.249175240722536e-01, 4.671380478036607e-03, -1.607906522539655e-01
45437, 7.115831019500000e-02, 4.091264364600000e-02, 1.113056015211559e+05, -7.501099600545260e-01, 6.307189319388993e-03, -2.270241231155034e-01
45438, 7.732958126700000e-02, -4.227696117600000e-02, 1.142567015328180e+05, -1.089302893105904e-01, 4.690751572079611e-03, -1.542966679348413e-01
45695, 6.538009589400000e-02, 3.954236389600000e-02, 1.112680168417864e+05, -7.582759091067031e-01, 6.433256072799280e-03, -2.248690109577212e-01
45696, 7.115831019200000e-02, -4.091264364500000e-02, 1.143366431535952e+05, -9.156153125897393e-02, 4.704786432995063e-03, -1.475777407185465e-01
45953, 5.997667081500000e-02, 3.816999333900000e-02, 1.112338471755337e+05, -7.656998850040883e-01, 6.561208285168840e-03, -2.220545245331149e-01
45954, 6.538009589100000e-02, -3.954236389500000e-02, 1.144235589798906e+05, -7.267750134935495e-02, 4.712663355569966e-03, -1.406869123340948e-01
46211, 5.493000569700000e-02, 3.679903989300000e-02, 1.112034249975443e+05, -7.723096515282566e-01, 6.690654217770180e-03, -2.187602313707878e-01
46212, 5.997667081200000e-02, -3.816999333800000e-02, 1.145174374692193e+05, -5.228070739461228e-02, 4.713337377567978e-03, -1.336399221684859e-01
46469, 5.022241269300000e-02, 3.543266689300000e-02, 1.111772517597833e+05, -7.779962592011932e-01, 6.821309270719791e-03, -2.150045515879911e-01
46470, 5.493000569500000e-02, -3.679903989300000e-02, 1.146184083573340e+05, -3.034296196399624e-02, 4.706271871541092e-03, -1.264932812504358e-01
46727, 4.583663031500000e-02, 3.407371339500000e-02, 1.111558072567043e+05, -7.826554640296063e-01, 6.952915296341349e-03, -2.108081554970251e-01
46728, 5.022241269100000e-02, -3.543266689300000e-02, 1.147269589033725e+05, -6.758399227045422e-03, 4.690973330148266e-03, -1.193004306537976e-01
46985, 4.175587666600000e-02, 3.272472343700000e-02, 1.111400301896431e+05, -7.860833162283267e-01, 7.084635634961955e-03, -2.061935703901654e-01
46986, 4.583663031300000e-02, -3.407371339500000e-02, 1.148434477489024e+05, 1.855090216125114e-02, 4.666581916595910e-03, -1.121148628122492e-01
47243, 3.796391187400000e-02, 3.138796897500000e-02, 1.111304792167061e+05, -7.881584372539714e-01, 7.215161611119028e-03, -2.011629167927015e-01
47244, 4.175587666400000e-02, -3.272472343700000e-02, 1.149682277445550e+05, 4.566160536067664e-02, 4.632319972357545e-03, -1.049841929882779e-01
47501, 3.444508613400000e-02, 3.006547322500000e-02, 1.111280301985505e+05, -7.886905305915267e-01, 7.343002012906049e-03, -1.957307970556939e-01
47502, 3.796391187200000e-02, -3.138796897400000e-02, 1.151019412695876e+05, 7.471327884364545e-02, 4.587247739580454e-03, -9.795820359239782e-02
47759, 3.118433505900000e-02, 2.875905263900000e-02, 1.111344246965922e+05, -7.873012106319393e-01, 7.468579558967573e-03, -1.900076934586183e-01
47760, 3.444508613200000e-02, -3.006547322500000e-02, 1.152447006898977e+05, 1.057303361268050e-01, 4.529887741166468e-03, -9.106654428722168e-02
48017, 2.816723852800000e-02, 2.747032780800000e-02, 1.111502759623752e+05, -7.838572374234932e-01, 7.590564659903078e-03, -1.839945102522929e-01
48018, 3.118433505800000e-02, -2.875905263800000e-02, 1.153963139780839e+05, 1.386710557958938e-01, 4.459769134882633e-03, -8.427677336098383e-02
48275, 2.537999933100000e-02, 2.620076435800000e-02, 1.111765846518915e+05, -7.781412004152267e-01, 7.707181745548405e-03, -1.776930474108473e-01
48276, 2.816723852700000e-02, -2.747032780700000e-02, 1.155572973386269e+05, 1.736475925789017e-01, 4.379379714465433e-03, -7.776865149281836e-02
48533, 2.280943840300000e-02, 2.495170224300000e-02, 1.112163760173978e+05, -7.694958090245664e-01, 7.815592152621106e-03, -1.710629483777422e-01
48534, 2.537999933000000e-02, -2.620076435800000e-02, 1.157279416347458e+05, 2.107231417529254e-01, 4.291666109720641e-03, -7.152314711950669e-02
48791, 2.044303685100000e-02, 2.372436301300000e-02, 1.112699103624065e+05, -7.578645076215322e-01, 7.910775422778564e-03, -1.639918063982423e-01
48792, 2.280943840200000e-02, -2.495170224300000e-02, 1.159083512674962e+05, 2.499203863291274e-01, 4.200117917678767e-03, -6.563401009044234e-02
49049, 1.826885694400000e-02, 2.251990184200000e-02, 1.113381952782440e+05, -7.430283788287206e-01, 7.991054176986055e-03, -1.565294201711135e-01
49050, 2.044303685000000e-02, -2.372436301300000e-02, 1.160985007475528e+05, 2.912337882921220e-01, 4.108423170955956e-03, -6.009372878804423e-02
49307, 1.627551728600000e-02, 2.133943095100000e-02, 1.114234664670483e+05, -7.245016760584172e-01, 8.055526652104036e-03, -1.487554763399353e-01
49308, 1.826885694300000e-02, -2.251990184100000e-02, 1.162979596706524e+05, 3.345698345577776e-01, 4.020336316727916e-03, -5.488229307934143e-02
49565, 1.445220177000000e-02, 2.018402699200000e-02, 1.115278699137975e+05, -7.018181453930155e-01, 8.101945722664958e-03, -1.406934952093956e-01
49566, 1.627551728600000e-02, -2.133943095100000e-02, 1.165063196985526e+05, 3.798398062826583e-01, 3.938772863336702e-03, -4.999471847086405e-02
49823, 1.278871775400000e-02, 1.905472534900000e-02, 1.116520213364243e+05, -6.748440110134197e-01, 8.129133581954115e-03, -1.324215895813993e-01
49824, 1.445220176900000e-02, -2.018402699100000e-02, 1.167233025220194e+05, 4.269832357692083e-01, 3.864440776305063e-03, -4.538764873718956e-02
50081, 1.127516040600000e-02, 1.795262733000000e-02, 1.117997762169272e+05, -6.427415999608318e-01, 8.141735375897548e-03, -1.241850745463861e-01
50082, 1.278871775300000e-02, -1.905472534800000e-02, 1.169484467099418e+05, 4.758998687913074e-01, 3.796336907404660e-03, -4.102140680875324e-02
50339, 9.902279364699999e-03, 1.687881144900000e-02, 1.119726080136004e+05, -6.051907768619619e-01, 8.141660769076931e-03, -1.160915347672629e-01
50340, 1.127516040500000e-02, -1.795262732900000e-02, 1.171821246871584e+05, 5.266706213580685e-01, 3.726463758459099e-03, -3.684995713175369e-02
50597, 8.660977829000001e-03, 1.583432528100000e-02, 1.121685902152948e+05, -5.626101109890622e-01, 8.132687459503457e-03, -1.082798214554875e-01
50598, 9.902279364300000e-03, -1.687881144800000e-02, 1.174152075249721e+05, 5.773120691622273e-01, 3.649756444207376e-03, -3.283890823571908e-02
50855, 7.542786567100000e-03, 1.482043019000000e-02, 1.123893228651296e+05, -5.146519641339133e-01, 8.123451806103030e-03, -1.009803301053290e-01
50856, 8.660977828700000e-03, -1.583432528100000e-02, 1.176498766555614e+05, 6.282981676646171e-01, 3.568736626845469e-03, -2.906463199990829e-02
51113, 6.539262457300000e-03, 1.383809857200000e-02, 1.126355396147675e+05, -4.611569372488176e-01, 8.111412096097304e-03, -9.410607197411752e-02
51114, 7.542786566800000e-03, -1.482043018900000e-02, 1.178817426584755e+05, 6.786752361535547e-01, 3.475383902572548e-03, -2.556944158128575e-02
51371, 5.642485232500000e-03, 1.288858025400000e-02, 1.129048626998151e+05, -4.026416425071453e-01, 8.093799996738149e-03, -8.758276726915831e-02
51372, 6.539262457000000e-03, -1.383809857200000e-02, 1.181086020168186e+05, 7.279645208652888e-01, 3.365037708076574e-03, -2.203057170976356e-02
51629, 4.844550253900000e-03, 1.197282395700000e-02, 1.131933026269455e+05, -3.399728692442758e-01, 8.070574730816880e-03, -8.139757257896894e-02
51630, 5.642485232200000e-03, -1.288858025300000e-02, 1.183267084302837e+05, 7.753520705315300e-01, 3.232401590389289e-03, -1.884248003944950e-02
51887, 4.137967065000000e-03, 1.109192723900000e-02, 1.134997644965399e+05, -2.733885041378434e-01, 8.048367266658590e-03, -7.568155061242340e-02
51888, 4.844550253700000e-03, -1.197282395700000e-02, 1.185326783215387e+05, 8.201027419883277e-01, 3.071419178924232e-03, -1.581893169758257e-02
52145, 3.515319859200000e-03, 1.024671366600000e-02, 1.138221851808062e+05, -2.033367988883047e-01, 8.025869705120902e-03, -7.038687135612069e-02
52146, 4.137967064900000e-03, -1.109192723900000e-02, 1.187242703260332e+05, 8.617295583867846e-01, 2.875237972644287e-03, -1.302740659310503e-02
52403, 2.969441608300000e-03, 9.437891077100000e-03, 1.141612998847238e+05, -1.296580169618850e-01, 7.988777665395770e-03, -6.523031426250869e-02
