"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient", "Heat_Flux"
41568, 2.283665749900000e-01, -5.828472232000000e-02, 1.137207406321117e+05, -2.253774556175353e-01, 4.060642925526940e-03, -2.032610969188368e-01
41825, 2.011247989400000e-01, 5.703150512400000e-02, 1.120710107245796e+05, -5.838110142051066e-01, 4.737896862801023e-03, -1.864444068962544e-01
41826, 2.144592713400000e-01, -5.770827281700000e-02, 1.137230317981413e+05, -2.248796584996267e-01, 4.116554189269320e-03, -2.039748994301473e-01
42083, 1.883653127100000e-01, 5.626108209900000e-02, 1.120045139033956e+05, -5.982586472042585e-01, 4.839088552575517e-03, -1.932479588384437e-01
42084, 2.011247989300000e-01, -5.703150512400000e-02, 1.137296478513305e+05, -2.234422016907421e-01, 4.171208618357384e-03, -2.039663157122213e-01
42341, 1.761797307800000e-01, 5.540399685100000e-02, 1.119395185901281e+05, -6.123800505440538e-01, 4.941820086022771e-03, -1.996297032913192e-01
42342, 1.883653127000000e-01, -5.626108209800000e-02, 1.137404773218425e+05, -2.210893040221509e-01, 4.224784626357384e-03, -2.035557461468823e-01
42599, 1.645640139100000e-01, 5.446745448100000e-02, 1.118762546488122e+05, -6.261252821196105e-01, 5.046077927095025e-03, -2.055159282245759e-01
42600, 1.761797307800000e-01, -5.540399685000000e-02, 1.137557297714717e+05, -2.177754344167039e-01, 4.277038268654155e-03, -2.023847186430543e-01
42857, 1.535114573800000e-01, 5.345875993200000e-02, 1.118146033524317e+05, -6.395201375152137e-01, 5.151850500684375e-03, -2.108456994604617e-01
42858, 1.645640139000000e-01, -5.446745448000000e-02, 1.137755346351556e+05, -2.134724708011754e-01, 4.327679109489816e-03, -2.006965542337930e-01
