Br,MA,dmso,1.059543162093538
Br,Cs,acetone,-1.2198872358908472
Br,Cs,methacrolein,-1.378173217725764
Cl,MA,nitromethane,0.018335728392224238
Cl,MA,THTO,0.97703238432852801
Cl,Cs,dmso,0.96187734351454646
I,FA,nmp,-0.19327354519558995
I,Cs,acetone,-1.2412165525920063
