"Cl,Cs,dmso",0.5436,-72.94728868
"I,FA,nmp",0.3378,-54.5499145
"I,FA,dmso",0.5532,-70.46793881
"I,Cs,acetone",0.1511,-39.51202059
"Br,Cs,acetone",0.1549,
"Br,MA,dmso",0.561,-77.38566066
"Br,Cs,methacrolein",0.1267,
"Cl,MA,THTO",0.5463,
"Cl,MA,nitromethane",0.3755,
