"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient", "Heat_Flux"
48534, 2.537999933000000e-02, -2.620076435800000e-02, 3.874563613789363e+06, -1.278100366148345e+00, 2.018357578266685e-02, -8.453149293048691e-04
48791, 2.044303685100000e-02, 2.372436301300000e-02, 3.874571239373629e+06, -1.222159646720786e+00, 1.968961792312347e-02, -7.581822099686792e-04
48792, 2.280943840200000e-02, -2.495170224300000e-02, 3.874573484918467e+06, -1.205686496687643e+00, 1.988028967796349e-02, -8.084775167144469e-04
49049, 1.826885694400000e-02, 2.251990184200000e-02, 3.874583341439770e+06, -1.133379788963312e+00, 1.938545697764993e-02, -7.346821789657389e-04
49050, 2.044303685000000e-02, -2.372436301300000e-02, 3.874584586215021e+06, -1.124248210236056e+00, 1.957156470526263e-02, -7.664528591628412e-04
49307, 1.627551728600000e-02, 2.133943095100000e-02, 3.874597079976398e+06, -1.032594905333097e+00, 1.908553153047147e-02, -7.293108678364939e-04
49308, 1.826885694300000e-02, -2.251990184100000e-02, 3.874597044788183e+06, -1.032853043465418e+00, 1.926294591760142e-02, -7.464528292674780e-04
49565, 1.445220177000000e-02, 2.018402699200000e-02, 3.874612894981268e+06, -9.165772050147144e-01, 1.877557273429797e-02, -7.237396332928799e-04
49566, 1.627551728600000e-02, -2.133943095100000e-02, 3.874611123778827e+06, -9.295706144779334e-01, 1.895878498350160e-02, -7.413487394117855e-04
49823, 1.278871775400000e-02, 1.905472534900000e-02, 3.874630601977577e+06, -7.866799961076211e-01, 1.851027539775933e-02, -7.066080333576109e-04
49824, 1.445220176900000e-02, -2.018402699100000e-02, 3.874627252348937e+06, -8.112526228653606e-01, 1.864498296946027e-02, -7.353886448205054e-04
50081, 1.127516040600000e-02, 1.795262733000000e-02, 3.874651211349186e+06, -6.354911777207741e-01, 1.822399198858512e-02, -6.994256875359848e-04
50082, 1.278871775300000e-02, -1.905472534800000e-02, 3.874645244424432e+06, -6.792640942385288e-01, 1.837547171956431e-02, -7.169567485484264e-04
50339, 9.902279364699999e-03, 1.687881144900000e-02, 3.874674602222509e+06, -4.638974694756018e-01, 1.797956810777123e-02, -7.690395256430907e-04
50340, 1.127516040500000e-02, -1.795262732900000e-02, 3.874666088755567e+06, -5.263516302282906e-01, 1.808505045167101e-02, -7.163683760436425e-04
50597, 8.660977829000001e-03, 1.583432528100000e-02, 3.874701072628427e+06, -2.697125389948796e-01, 1.776406286655512e-02, -8.645799285876501e-04
50598, 9.902279364300000e-03, -1.687881144800000e-02, 3.874689662318096e+06, -3.534177275510336e-01, 1.783660293986422e-02, -7.869551292918897e-04
50855, 7.542786567100000e-03, 1.482043019000000e-02, 3.874730202055128e+06, -5.602122967452378e-02, 1.761299887955152e-02, -8.784904135737932e-04
50856, 8.660977828700000e-03, -1.583432528100000e-02, 3.874716250292103e+06, -1.583703263061249e-01, 1.761767803797540e-02, -8.800848354468642e-04
51113, 6.539262457300000e-03, 1.383809857200000e-02, 3.874762786488771e+06, 1.830157537835029e-01, 1.752120353808804e-02, -9.862051337177768e-04
51114, 7.542786566800000e-03, -1.482043018900000e-02, 3.874745417140298e+06, 5.559550431485667e-02, 1.746245454708423e-02, -8.861481293962003e-04
51371, 5.642485232500000e-03, 1.288858025400000e-02, 3.874799611597670e+06, 4.531620157550924e-01, 1.747893871796902e-02, -1.093068367755896e-03
51372, 6.539262457000000e-03, -1.383809857200000e-02, 3.874777912877948e+06, 2.939818205623876e-01, 1.736575922225616e-02, -1.006721423872711e-03
51629, 4.844550253900000e-03, 1.197282395700000e-02, 3.874840118032237e+06, 7.503142092167243e-01, 1.745304779490437e-02, -1.201444923771623e-03
51630, 5.642485232200000e-03, -1.288858025300000e-02, 3.874814518730467e+06, 5.625196340250896e-01, 1.731822585278687e-02, -1.112243523104024e-03
51887, 4.137967065000000e-03, 1.109192723900000e-02, 3.874886028445450e+06, 1.087109588389291e+00, 1.745830800091650e-02, -1.350684331283708e-03
51888, 4.844550253700000e-03, -1.197282395700000e-02, 3.874854558849214e+06, 8.562509692896069e-01, 1.728640400606220e-02, -1.209443941518610e-03
52145, 3.515319859200000e-03, 1.024671366600000e-02, 3.874938290671033e+06, 1.470501391032892e+00, 1.738404658657922e-02, -1.396559763509275e-03
52146, 4.137967064900000e-03, -1.109192723900000e-02, 3.874900232408382e+06, 1.191308804796993e+00, 1.729018047236119e-02, -1.385965197047685e-03
52403, 2.969441608300000e-03, 9.437891077100000e-03, 3.874992103112233e+06, 1.865265460229745e+00, 1.680978640314872e-02, -1.465897979927276e-03
52404, 3.515319859000000e-03, -1.024671366600000e-02, 3.874951225303454e+06, 1.565388893145244e+00, 1.718284633137252e-02, -1.402110398691197e-03
52661, 2.493434235400000e-03, 8.666019672400001e-03, 3.875034799140074e+06, 2.178480347212080e+00, 1.569114043662431e-02, -9.804291210813473e-04
52662, 2.969441608200000e-03, -9.437891076900001e-03, 3.875004982695101e+06, 1.959749122912332e+00, 1.657284268883051e-02, -1.492003118168706e-03
52919, 2.080623294300000e-03, 7.931397465800001e-03, 3.875033855073829e+06, 2.171554747406298e+00, 1.397209918880982e-02, -1.420531364042725e-04
52920, 2.493434235200000e-03, -8.666019672199999e-03, 3.875045117558273e+06, 2.254175496239009e+00, 1.540450689718353e-02, -9.872278494012549e-04
53177, 1.724623063900000e-03, 7.234076671500000e-03, 3.874986915451212e+06, 1.827209164533652e+00, 1.181476177992000e-02, 3.279926276986248e-04
53178, 2.080623294200000e-03, -7.931397465599999e-03, 3.875039005480519e+06, 2.209337748097762e+00, 1.361532900038311e-02, -1.174478457430065e-04
53435, 1.419377890700000e-03, 6.573860295800000e-03, 3.874924549617011e+06, 1.369698039992345e+00, 9.489747312757157e-03, 5.606684040373894e-04
53436, 1.724623063800000e-03, -7.234076671300000e-03, 3.874988869569276e+06, 1.841544429421570e+00, 1.141726532837485e-02, 3.611175163484267e-04
53693, 1.159193085800000e-03, 5.950300022300000e-03, 3.874871061447136e+06, 9.773128011353500e-01, 7.036492057120296e-03, 2.493936815831525e-04
53694, 1.419377890600000e-03, -6.573860295600000e-03, 3.874924678661712e+06, 1.370644702330550e+00, 9.026924310596403e-03, 6.465468848807736e-04
53951, 9.387642339900000e-04, 5.362709417400000e-03, 3.874850188936477e+06, 8.241936142314018e-01, 4.822811169235470e-03, -1.847215622547004e-04
53952, 1.159193085700000e-03, -5.950300022200000e-03, 3.874874707893904e+06, 1.004062863615497e+00, 6.573330296700149e-03, 1.642126091090158e-04
54209, 7.531893325200000e-04, 4.810177416400000e-03, 3.874848348031032e+06, 8.106888687089385e-01, 2.898100867339598e-03, -4.031184631803192e-04
54210, 9.387642339500000e-04, -5.362709417300000e-03, 3.874856971701134e+06, 8.739514716458346e-01, 4.368446719759436e-03, -2.516390018174846e-04
54467, 5.979922705500000e-04, 4.291610919500000e-03, 3.874851319020515e+06, 8.324838267458372e-01, 1.364898365821472e-03, -4.557109158299577e-04
54468, 7.531893324900000e-04, -4.810177416300000e-03, 3.874855938418547e+06, 8.663713873844432e-01, 2.456574886198533e-03, -4.360828885533118e-04
54725, 4.691284474100000e-04, 3.805771252000000e-03, 3.874855278510884e+06, 8.615303538160005e-01, 2.695031574237677e-04, -4.614676128920083e-04
54726, 5.979922705300000e-04, -4.291610919400000e-03, 3.874858610928715e+06, 8.859767233474560e-01, 9.539154048025305e-04, -4.708451811805065e-04
54983, 3.629542982600000e-04, 3.351288627400000e-03, 3.874858150806667e+06, 8.826013022045102e-01, 3.903515168111755e-04, -4.479708734392585e-04
54984, 4.691284473900000e-04, -3.805771251900000e-03, 3.874861735342180e+06, 9.088971883150415e-01, 9.960515734730078e-05, -4.694223974769024e-04
55241, 2.762360161200000e-04, 2.926719015800000e-03, 3.874860643396140e+06, 9.008867533191931e-01, 6.920993051677818e-04, -4.354769616548599e-04
55242, 3.629542982500000e-04, -3.351288627300000e-03, 3.874863813064923e+06, 9.241392079348270e-01, 7.187651314170142e-04, -4.537063949434578e-04
55499, 2.061140379500000e-04, 2.530563704700000e-03, 3.874862839703494e+06, 9.169987008385656e-01, 7.395706278086709e-04, -4.187903444463850e-04
55500, 2.762360161100000e-04, -2.926719015800000e-03, 3.874865610723275e+06, 9.373266960042264e-01, 9.868310883923183e-04, -4.401282209796558e-04
55757, 1.500786146500000e-04, 2.161299885400000e-03, 3.874864747050865e+06, 9.309908593899254e-01, 6.391801911009664e-04, -3.982115742250139e-04
55758, 2.061140379400000e-04, -2.530563704700000e-03, 3.874867165112724e+06, 9.487295814755106e-01, 1.012061498802329e-03, -4.221130661757733e-04
56015, 1.059404071200000e-04, 1.817404790600000e-03, 3.874866364559390e+06, 9.428567817130190e-01, 4.779575063522755e-04, -3.762897563134204e-04
56016, 1.500786146400000e-04, -2.161299885400000e-03, 3.874868468936809e+06, 9.582943380588300e-01, 9.019834989301864e-04, -4.005377085090204e-04
56273, 7.180327325400000e-05, 1.497376923400000e-03, 3.874867700570178e+06, 9.526576575629147e-01, 3.119586570184751e-04, -3.546422055160045e-04
56274, 1.059404071200000e-04, -1.817404790500000e-03, 3.874869512601451e+06, 9.659505843029069e-01, 7.419847433750240e-04, -3.779612066790872e-04
56531, 4.602934243200000e-05, 1.199749231500000e-03, 3.874868760993612e+06, 9.604368450603069e-01, 1.672243623084425e-04, -3.340865569285901e-04
56532, 7.180327325000000e-05, -1.497376923400000e-03, 3.874870299434849e+06, 9.717227356319028e-01, 5.835948281067328e-04, -3.558852431699271e-04
56789, 2.721275945700000e-05, 9.231024272100000e-04, 3.874869572694798e+06, 9.663914246335322e-01, 5.054886864771251e-05, -3.147813995246682e-04
56790, 4.602934243000000e-05, -1.199749231500000e-03, 3.874870826448247e+06, 9.755888667526947e-01, 4.468801009297268e-04, -3.349812580661713e-04
57047, 1.415062741400000e-05, 6.660729881200000e-04, 3.874870188167966e+06, 9.709064900539663e-01, 3.712947942020066e-05, -2.968047314548406e-04
57048, 2.721275945500000e-05, -9.231024271900000e-04, 3.874871119617936e+06, 9.777395378049079e-01, 3.321137379507596e-04, -3.153566456436509e-04
57305, 5.818606344100000e-06, 4.273592491000000e-04, 3.874870698084144e+06, 9.746471972339916e-01, 9.324652685266982e-05, -2.801993331172680e-04
57306, 1.415062741400000e-05, -6.660729881100000e-04, 3.874871236816898e+06, 9.785993006815280e-01, 2.359912720576196e-04, -2.971726499998126e-04
57563, 1.346916910200000e-06, 2.057247437000000e-04, 3.874871279148873e+06, 9.789098449001719e-01, 1.154938414831142e-04, -2.649388276557138e-04
57564, 5.818606343900000e-06, -4.273592490900000e-04, 3.874871296999964e+06, 9.790407991769452e-01, 1.618126034489638e-04, -2.805743854054984e-04
57821, 0.000000000000000e+00, 0.000000000000000e+00, 3.874871989331819e+06, 9.841196942076594e-01, 1.131240598024938e-04, -2.595025072863655e-04
57822, 1.346916910200000e-06, -2.057247436900000e-04, 3.874871512102462e+06, 9.806187751150808e-01, 1.194409414575879e-04, -2.652330714262320e-04
