"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient", "Heat_Flux"
36408, 5.899327756900000e-01, -4.561861289400000e-02, 3.874879110204675e+06, 1.036357888245826e+00, 2.445294896921958e-02, 1.175917492120619e-03
36665, 5.512916003500000e-01, 4.863090808500000e-02, 3.874861255381545e+06, 9.053762327695131e-01, 2.440239191424100e-02, -1.122161062541752e-03
36666, 5.707054231499999e-01, -4.715080946900000e-02, 3.874871034123986e+06, 9.771123605371047e-01, 2.443776671997988e-02, -4.190941177238139e-04
36923, 5.317439474400000e-01, 5.004966851300000e-02, 3.874851976070432e+06, 8.373038960979357e-01, 2.439374748443109e-02, -1.570677857091592e-03
36924, 5.512916003400000e-01, -4.863090808600000e-02, 3.874862523295987e+06, 9.146775588845838e-01, 2.442505004484112e-02, -1.078545816950388e-03
37181, 5.121166001200000e-01, 5.139794887200000e-02, 3.874842348385028e+06, 7.666759115273447e-01, 2.439317330560792e-02, -2.208520555465156e-03
37182, 5.317439474300000e-01, -5.004966851400000e-02, 3.874853332256470e+06, 8.472527760807625e-01, 2.441513432000201e-02, -1.533840576511150e-03
37439, 4.924646039300000e-01, 5.266684144100000e-02, 3.874832231462750e+06, 6.924589216064565e-01, 2.437411556797897e-02, -2.836517124207250e-03
37440, 5.121166001100000e-01, -5.139794887300000e-02, 3.874843806705945e+06, 7.773740453897893e-01, 2.441321792082705e-02, -2.175802725996907e-03
37697, 4.728433082500000e-01, 5.384781416000000e-02, 3.874821765854729e+06, 6.156839989878458e-01, 2.435092000822253e-02, -3.363526703605336e-03
37698, 4.924646039200000e-01, -5.266684144200000e-02, 3.874833797556660e+06, 7.039476701316667e-01, 2.439310568167444e-02, -2.804929903744779e-03
37955, 4.533077537400000e-01, 5.493285287800000e-02, 3.874811024531635e+06, 5.368864510846413e-01, 2.433384958951111e-02, -3.760404409904819e-03
37956, 4.728433082400000e-01, -5.384781416100000e-02, 3.874823444625218e+06, 6.279993345259540e-01, 2.436848295361915e-02, -3.337390087154600e-03
38213, 4.339120676200000e-01, 5.591460064600000e-02, 3.874799790188868e+06, 4.544721475090559e-01, 2.431754983169114e-02, -3.919844003879974e-03
38214, 4.533077537300000e-01, -5.493285287900000e-02, 3.874812825725771e+06, 5.500998774015751e-01, 2.435011247350037e-02, -3.734261069748049e-03
38471, 4.147088805400000e-01, 5.678648875300000e-02, 3.874787993159864e+06, 3.679300195116900e-01, 2.429923150622777e-02, -4.117307219938213e-03
38472, 4.339120676100000e-01, -5.591460064700000e-02, 3.874801719169405e+06, 4.686230053643851e-01, 2.433221416812692e-02, -3.895336902769245e-03
38729, 3.957487779700000e-01, 5.754285488100000e-02, 3.874775648598226e+06, 2.773712328127622e-01, 2.427764916447366e-02, -4.334996497829799e-03
38730, 4.147088805300000e-01, -5.678648875400000e-02, 3.874790057395815e+06, 3.830731010321154e-01, 2.431236751962330e-02, -4.093978734507917e-03
38987, 3.770797978900000e-01, 5.817904262400000e-02, 3.874762500938566e+06, 1.809209787088546e-01, 2.425131090574832e-02, -4.553812434917951e-03
38988, 3.957487779600000e-01, -5.754285488100000e-02, 3.874777852328220e+06, 2.935376322640076e-01, 2.428907356078957e-02, -4.312787106364001e-03
39245, 3.587469844200000e-01, 5.869148183400000e-02, 3.874748394112330e+06, 7.743434988606887e-02, 2.421797638511398e-02, -4.891335532222640e-03
39246, 3.770797978800000e-01, -5.817904262400000e-02, 3.874764853739900e+06, 1.981809544241022e-01, 2.426098698521071e-02, -4.531683579437271e-03
39503, 3.407920053300000e-01, 5.907774238000000e-02, 3.874733228589757e+06, -3.381879657397988e-02, 2.417594733081330e-02, -5.450661211213387e-03
39504, 3.587469844000000e-01, -5.869148183400000e-02, 3.874750902474432e+06, 9.583550784214051e-02, 2.422586318977749e-02, -4.871030246326607e-03
39761, 3.232528391000000e-01, 5.933656107700000e-02, 3.874716989813646e+06, -1.529452512257856e-01, 2.412321427098871e-02, -6.321723572769002e-03
39762, 3.407920053200000e-01, -5.907774238000000e-02, 3.874735900042697e+06, -1.422121635412270e-02, 2.418186221730689e-02, -5.432798818089150e-03
40019, 3.061635345800000e-01, 5.946784792900000e-02, 3.874699748397103e+06, -2.794270015700295e-01, 2.405769828191929e-02, -7.493379715494899e-03
40020, 3.232528390900000e-01, -5.933656107700000e-02, 3.874719833825458e+06, -1.320817919490641e-01, 2.412718633993247e-02, -6.306664574911980e-03
40277, 2.895540445300000e-01, 5.947265120600000e-02, 3.874681611295088e+06, -4.124794339681426e-01, 2.399378544343368e-02, -8.752419197805408e-03
40278, 3.061635345700000e-01, -5.946784792900000e-02, 3.874702774489379e+06, -2.572278135421996e-01, 2.405959456879013e-02, -7.481546899524004e-03
40535, 2.734501317400000e-01, 5.935311774500000e-02, 3.874663238990292e+06, -5.472572964795391e-01, 2.394071947286951e-02, -9.851735286497163e-03
40536, 2.895540445200000e-01, -5.947265120500000e-02, 3.874684829038070e+06, -3.888743105990315e-01, 2.399348812426841e-02, -8.742611957204357e-03
40793, 2.578733448600000e-01, 5.911241796100000e-02, 3.874644998476929e+06, -6.810683468379433e-01, 2.388590668520327e-02, -1.044364666875300e-02
40794, 2.734501317300000e-01, -5.935311774500000e-02, 3.874666660072572e+06, -5.221604911378456e-01, 2.393800510938386e-02, -9.843904408676487e-03
41051, 2.428410589100000e-01, 5.875464540500000e-02, 3.874627260494852e+06, -8.111928650323993e-01, 2.383484929919072e-02, -1.048417230804941e-02
41052, 2.578733448500000e-01, -5.911241796000000e-02, 3.874648632235110e+06, -6.544113668920660e-01, 2.388085468078635e-02, -1.043693744835983e-02
41309, 2.283665749900000e-01, 5.828472232100000e-02, 3.874610468702235e+06, -9.343762076753213e-01, 2.378906103439123e-02, -1.004257239655248e-02
41310, 2.428410589100000e-01, -5.875464540500000e-02, 3.874631116492177e+06, -7.829055552423281e-01, 2.382733919268458e-02, -1.047891555438662e-02
41567, 2.144592713500000e-01, 5.770827281700000e-02, 3.874594982566116e+06, -1.047981351278939e+00, 2.374918495230444e-02, -9.252014330268826e-03
41568, 2.283665749900000e-01, -5.828472232000000e-02, 3.874614555716260e+06, -9.043941765391196e-01, 2.377920815116936e-02, -1.004049403754488e-02
41825, 2.011247989400000e-01, 5.703150512400000e-02, 3.874581047767642e+06, -1.150205997224793e+00, 2.371318215055826e-02, -8.191776618135534e-03
41826, 2.144592713400000e-01, -5.770827281700000e-02, 3.874599309487767e+06, -1.016239375638611e+00, 2.373683471860685e-02, -9.253420661093158e-03
42083, 1.883653127100000e-01, 5.626108209900000e-02, 3.874568766681516e+06, -1.240299132288968e+00, 2.367879624298314e-02, -7.014622011710748e-03
42084, 2.011247989300000e-01, -5.703150512400000e-02, 3.874585621076073e+06, -1.116656546475391e+00, 2.369815410928711e-02, -8.196611595250012e-03
42341, 1.761797307800000e-01, 5.540399685100000e-02, 3.874558196510478e+06, -1.317841121428295e+00, 2.364208813214784e-02, -5.906386351781047e-03
42342, 1.883653127000000e-01, -5.626108209800000e-02, 3.874573595970580e+06, -1.204871826639417e+00, 2.366102283421942e-02, -7.024103282375834e-03
42599, 1.645640139100000e-01, 5.446745448100000e-02, 3.874549170466227e+06, -1.384055511222610e+00, 2.360167273065501e-02, -4.906494433772013e-03
42600, 1.761797307800000e-01, -5.540399685000000e-02, 3.874563283040422e+06, -1.280526715799670e+00, 2.362136453761087e-02, -5.919538959769784e-03
42857, 1.535114573800000e-01, 5.345875993200000e-02, 3.874541524620322e+06, -1.440144868526503e+00, 2.355734969048514e-02, -4.031445275780575e-03
42858, 1.645640139000000e-01, -5.446745448000000e-02, 3.874554518494133e+06, -1.344822775977695e+00, 2.357818140580221e-02, -4.921335235026320e-03
43115, 1.430129884400000e-01, 5.238521407900000e-02, 3.874535068274550e+06, -1.487508141260472e+00, 2.350689787869123e-02, -3.315723728618366e-03
43116, 1.535114573800000e-01, -5.345875993100000e-02, 3.874547140882719e+06, -1.398944384992206e+00, 2.353068542817297e-02, -4.048996062194351e-03
43373, 1.330574640400000e-01, 5.125402534000000e-02, 3.874529617946022e+06, -1.527491346258612e+00, 2.344960211143095e-02, -2.747343582330914e-03
43374, 1.430129884300000e-01, -5.238521407800000e-02, 3.874540957373678e+06, -1.444306147743275e+00, 2.347722536172758e-02, -3.332139159955525e-03
43631, 1.236319622100000e-01, 5.007222894000000e-02, 3.874524964781989e+06, -1.561626611774392e+00, 2.338497609060618e-02, -2.282502886514967e-03
43632, 1.330574640400000e-01, -5.125402534000000e-02, 3.874535785973234e+06, -1.482243157052332e+00, 2.341671940770193e-02, -2.765030028635538e-03
43889, 1.147220644600000e-01, 4.884662296700000e-02, 3.874521069896800e+06, -1.590199200040971e+00, 2.331229009263778e-02, -1.955580579462384e-03
43890, 1.236319622100000e-01, -5.007222893900000e-02, 3.874531420296821e+06, -1.514269434754294e+00, 2.334877194205167e-02, -2.302294563614270e-03
44147, 1.063121233700000e-01, 4.758371320900000e-02, 3.874517851858099e+06, -1.613806492787070e+00, 2.323073298688628e-02, -1.697322979701794e-03
44148, 1.147220644600000e-01, -4.884662296700000e-02, 3.874527814161048e+06, -1.540723778769739e+00, 2.327281925179195e-02, -1.973917353631849e-03
44405, 9.838551560700000e-02, 4.628967359500000e-02, 3.874515212751534e+06, -1.633166782401873e+00, 2.313941485179470e-02, -1.502528083748376e-03
44406, 1.063121233600000e-01, -4.758371320800000e-02, 3.874524893551098e+06, -1.562149156294506e+00, 2.318783892994761e-02, -1.715641951942989e-03
44663, 9.092487458700001e-02, 4.497031464200000e-02, 3.874513113631893e+06, -1.648565768076585e+00, 2.303808630886456e-02, -1.363919991722022e-03
44664, 9.838551560300000e-02, -4.628967359500000e-02, 3.874522555536813e+06, -1.579300655327301e+00, 2.309312045630396e-02, -1.521766241810939e-03
44921, 8.391230598799999e-02, 4.363106518200000e-02, 3.874511543434253e+06, -1.660084621263252e+00, 2.292655881440373e-02, -1.274055004816314e-03
44922, 9.092487458400000e-02, -4.497031464200000e-02, 3.874520768069751e+06, -1.592413380846008e+00, 2.298849380382864e-02, -1.388763025217021e-03
45179, 7.732958127000000e-02, 4.227696117600000e-02, 3.874510470731443e+06, -1.667953889353195e+00, 2.280353537123650e-02, -1.226488569092404e-03
45180, 8.391230598500000e-02, -4.363106518100000e-02, 3.874519507785611e+06, -1.601658731628519e+00, 2.287344074754133e-02, -1.327568592014636e-03
45437, 7.115831019500000e-02, 4.091264364600000e-02, 3.874509909157744e+06, -1.672073552269202e+00, 2.266708299366254e-02, -1.156044267089525e-03
45438, 7.732958126700000e-02, -4.227696117600000e-02, 3.874518725161300e+06, -1.607400005409838e+00, 2.274625015169116e-02, -1.240711318545696e-03
45695, 6.538009589400000e-02, 3.954236389600000e-02, 3.874509921075364e+06, -1.671986125494873e+00, 2.251755982151752e-02, -1.101468603202269e-03
45696, 7.115831019200000e-02, -4.091264364500000e-02, 3.874518493759353e+06, -1.609097552893750e+00, 2.260529158949724e-02, -1.167402301709043e-03
45953, 5.997667081500000e-02, 3.816999333900000e-02, 3.874510547849014e+06, -1.667388160579419e+00, 2.235917521516939e-02, -1.033438778745659e-03
45954, 6.538009589100000e-02, -3.954236389500000e-02, 3.874518847580356e+06, -1.606501948309914e+00, 2.245226898542260e-02, -1.111948661593625e-03
46211, 5.493000569700000e-02, 3.679903989300000e-02, 3.874511789029274e+06, -1.658282954444461e+00, 2.219274373842020e-02, -1.008168025549848e-03
46212, 5.997667081200000e-02, -3.816999333800000e-02, 3.874519815872592e+06, -1.599398628433072e+00, 2.229135581373649e-02, -1.044411293753855e-03
46469, 5.022241269300000e-02, 3.543266689300000e-02, 3.874513747546136e+06, -1.643915420303993e+00, 2.201340160891155e-02, -9.684453881717991e-04
46470, 5.493000569500000e-02, -3.679903989300000e-02, 3.874521412187003e+06, -1.587688184557659e+00, 2.212175433971048e-02, -1.014742530093557e-03
46727, 4.583663031500000e-02, 3.407371339500000e-02, 3.874516437983955e+06, -1.624178568423510e+00, 2.181670877657479e-02, -9.247034425195598e-04
46728, 5.022241269100000e-02, -3.543266689300000e-02, 3.874523731187660e+06, -1.570676168085992e+00, 2.193767193065260e-02, -9.686777179548887e-04
46985, 4.175587666600000e-02, 3.272472343700000e-02, 3.874519897409013e+06, -1.598800483311349e+00, 2.160018194703717e-02, -9.186039879724990e-04
46986, 4.583663031300000e-02, -3.407371339500000e-02, 3.874526780324060e+06, -1.548307930078798e+00, 2.173531734177419e-02, -9.391506228594701e-04
47243, 3.796391187400000e-02, 3.138796897500000e-02, 3.874524222503603e+06, -1.567071910845772e+00, 2.136458718355958e-02, -9.012045484840308e-04
47244, 4.175587666400000e-02, -3.272472343700000e-02, 3.874530598381358e+06, -1.520298945501597e+00, 2.151323640635435e-02, -9.246804322836044e-04
47501, 3.444508613400000e-02, 3.006547322500000e-02, 3.874529398597454e+06, -1.529100471051056e+00, 2.111572667307643e-02, -8.911144336825898e-04
47502, 3.796391187200000e-02, -3.138796897400000e-02, 3.874535301065167e+06, -1.485800406590218e+00, 2.127298665472852e-02, -9.083132657555845e-04
47759, 3.118433505900000e-02, 2.875905263900000e-02, 3.874535580431067e+06, -1.483750999111060e+00, 2.085202648304333e-02, -8.830104986013656e-04
47760, 3.444508613200000e-02, -3.006547322500000e-02, 3.874540859214393e+06, -1.445026236964562e+00, 2.102008177739646e-02, -8.977963441215302e-04
48017, 2.816723852800000e-02, 2.747032780800000e-02, 3.874542768534623e+06, -1.431019605660883e+00, 2.057678637324761e-02, -8.676007361341061e-04
48018, 3.118433505800000e-02, -2.875905263800000e-02, 3.874547423362307e+06, -1.396872135729517e+00, 2.075229979022404e-02, -8.889045839227913e-04
48275, 2.537999933100000e-02, 2.620076435800000e-02, 3.874551009099329e+06, -1.370567435434607e+00, 2.029226650507010e-02, -8.401435123878318e-04
48276, 2.816723852700000e-02, -2.747032780700000e-02, 3.874554993798359e+06, -1.341335979498465e+00, 2.047270180377081e-02, -8.728096416675187e-04
48533, 2.280943840300000e-02, 2.495170224300000e-02, 3.874560504996613e+06, -1.300906238711765e+00, 1.999368883699196e-02, -8.023540967727341e-04
